inner_choice,P,gap_mm,AWG,N_turns,R_coil_ohm,Bg_T,Phi_Wb,RPM,f_Hz,Voc_peak_V,Voc_rms_V,I_led_mA,FoM
inner_D3x5,10,2.0,26,501,58.1,0.3109,1.5382e-06,540,45.0,0.926,0.655,0.0,0.007706
inner_D3x5,10,2.0,26,501,58.1,0.3109,1.5382e-06,570,47.5,0.977,0.691,0.0,0.007706
inner_D3x5,10,2.0,26,501,58.1,0.3109,1.5382e-06,600,50.0,1.029,0.728,0.0,0.007706
inner_D3x5,10,3.0,28,838,155.65,0.286,1.4151e-06,60,5.0,0.158,0.112,0.0,0.011859
inner_D3x5,10,3.0,28,838,155.65,0.286,1.4151e-06,90,7.5,0.238,0.168,0.0,0.011859
inner_D3x5,10,3.0,28,838,155.65,0.286,1.4151e-06,120,10.0,0.317,0.224,0.0,0.011859
inner_D3x5,10,3.0,28,838,155.65,0.286,1.4151e-06,150,12.5,0.396,0.28,0.0,0.011859
inner_D3x5,10,3.0,28,838,155.65,0.286,1.4151e-06,180,15.0,0.475,0.336,0.0,0.011859
inner_D3x5,10,3.0,28,838,155.65,0.286,1.4151e-06,210,17.5,0.554,0.392,0.0,0.011859
inner_D3x5,10,3.0,28,838,155.65,0.286,1.4151e-06,240,20.0,0.633,0.448,0.0,0.011859
inner_D3x5,10,3.0,28,838,155.65,0.286,1.4151e-06,270,22.5,0.713,0.504,0.0,0.011859
inner_D3x5,10,3.0,28,838,155.65,0.286,1.4151e-06,300,25.0,0.792,0.56,0.0,0.011859
inner_D3x5,10,3.0,28,838,155.65,0.286,1.4151e-06,330,27.5,0.871,0.616,0.0,0.011859
inner_D3x5,10,3.0,28,838,155.65,0.286,1.4151e-06,360,30.0,0.95,0.672,0.0,0.011859
inner_D3x5,10,3.0,28,838,155.65,0.286,1.4151e-06,390,32.5,1.029,0.728,0.0,0.011859
inner_D3x5,10,3.0,28,838,155.65,0.286,1.4151e-06,420,35.0,1.108,0.784,0.0,0.011859
inner_D3x5,10,3.0,28,838,155.65,0.286,1.4151e-06,450,37.5,1.188,0.84,0.0,0.011859
inner_D3x5,10,3.0,28,838,155.65,0.286,1.4151e-06,480,40.0,1.267,0.896,0.0,0.011859
inner_D3x5,10,3.0,28,838,155.65,0.286,1.4151e-06,510,42.5,1.346,0.952,0.0,0.011859
inner_D3x5,10,3.0,28,838,155.65,0.286,1.4151e-06,540,45.0,1.425,1.008,0.0,0.011859
inner_D3x5,10,3.0,28,838,155.65,0.286,1.4151e-06,570,47.5,1.504,1.064,0.0,0.011859
inner_D3x5,10,3.0,28,838,155.65,0.286,1.4151e-06,600,50.0,1.583,1.12,0.0,0.011859
inner_D3x5,10,3.0,26,501,58.53,0.286,1.4151e-06,60,5.0,0.095,0.067,0.0,0.00709
inner_D3x5,10,3.0,26,501,58.53,0.286,1.4151e-06,90,7.5,0.142,0.1,0.0,0.00709
inner_D3x5,10,3.0,26,501,58.53,0.286,1.4151e-06,120,10.0,0.189,0.134,0.0,0.00709
inner_D3x5,10,3.0,26,501,58.53,0.286,1.4151e-06,150,12.5,0.237,0.167,0.0,0.00709
inner_D3x5,10,3.0,26,501,58.53,0.286,1.4151e-06,180,15.0,0.284,0.201,0.0,0.00709
inner_D3x5,10,3.0,26,501,58.53,0.286,1.4151e-06,210,17.5,0.331,0.234,0.0,0.00709
inner_D3x5,10,3.0,26,501,58.53,0.286,1.4151e-06,240,20.0,0.379,0.268,0.0,0.00709
inner_D3x5,10,3.0,26,501,58.53,0.286,1.4151e-06,270,22.5,0.426,0.301,0.0,0.00709
inner_D3x5,10,3.0,26,501,58.53,0.286,1.4151e-06,300,25.0,0.473,0.335,0.0,0.00709
inner_D3x5,10,3.0,26,501,58.53,0.286,1.4151e-06,330,27.5,0.521,0.368,0.0,0.00709
inner_D3x5,10,3.0,26,501,58.53,0.286,1.4151e-06,360,30.0,0.568,0.402,0.0,0.00709
inner_D3x5,10,3.0,26,501,58.53,0.286,1.4151e-06,390,32.5,0.615,0.435,0.0,0.00709
inner_D3x5,10,3.0,26,501,58.53,0.286,1.4151e-06,420,35.0,0.663,0.469,0.0,0.00709
inner_D3x5,10,3.0,26,501,58.53,0.286,1.4151e-06,450,37.5,0.71,0.502,0.0,0.00709
inner_D3x5,10,3.0,26,501,58.53,0.286,1.4151e-06,480,40.0,0.757,0.535,0.0,0.00709
inner_D3x5,10,3.0,26,501,58.53,0.286,1.4151e-06,510,42.5,0.805,0.569,0.0,0.00709
inner_D3x5,10,3.0,26,501,58.53,0.286,1.4151e-06,540,45.0,0.852,0.602,0.0,0.00709
inner_D3x5,10,3.0,26,501,58.53,0.286,1.4151e-06,570,47.5,0.899,0.636,0.0,0.00709
inner_D3x5,10,3.0,26,501,58.53,0.286,1.4151e-06,600,50.0,0.947,0.669,0.0,0.00709
